Review Number,Review Text,Store
367,"One of the best supermarket chains in Europe, both in terms of product variety and fair value.",Lidl
368,Pleasant supermarket in Dublin 9. Wide choice of products and excellent value for money!,Lidl
369,"Clean, excellent presentation of the products and the staff is helpful and collaborative.",Lidl
370,Very good! Very good!,Lidl
371,There are quite a few products ideal for daily or weekly runs.,Lidl
372,"Very good store, they have everything.",Lidl
373,"The goods should be checked more often, especially vegetables and fruits",Lidl
374,"The cashiers seem like you owe them money, otherwise, good prices and very acceptable quality.",Lidl
375,"Good place for shopping, entertainment and food",Lidl
376,A large Lidl with lots of choice and promotions every week!,Lidl
377,"I highly recommend it to everyone, it's simply amazing",Lidl
378,Lidl de Roquetas that when I call they answer me and there are always offers.,Lidl
379,We love it!!! It's our daily shopping place!!,Lidl
380,You get everything you need. Top!,Lidl
381,He feeds me every day,Lidl
382,Everyone sees Lidl as it is.,Lidl
383,It doesn't matter,Lidl
384,👍 …,Lidl
385,New and quite affordable,Lidl
386,Usual Lidl do.,Lidl
387,"Lidl like lidl, good prices",Lidl
388,Great prices,Lidl
389,Good,Lidl
390,Approx,Lidl
391,Cheap,Lidl
392,All,Lidl
393,affordable supermarket,Lidl
394,Go,Lidl
395,Greetings staff 👏👏👏 …,Lidl
396,Lidl grocery store!!!,Lidl
397,Lidl is also Lidl,Lidl
398,Instristing,Lidl
399,Lidl is Lidl,Lidl
400,Lidl what Lidl,Lidl
401,Approx,Lidl
1,The economical grocery store that offers weekly coupons. Super stores have huge collection.,Lidl
2,"One of the rudest staff they have compared to other Lidl
From manager to the staff on the floor this is my second time that's happened to me
I will never recommend this Lidl",Lidl
3,Vile horrible staff. From the manager all the way down to the security team. All horrible and rude.,Lidl
4,"Nice and pleasant staff. My daughter forgot her toy in store, in one day very polite men on the till give it back. Thank you for great service!",Lidl
5,"The automatic tills won't give you any time, they keep saying scan another item if you are more than 10 seconds between items. Products are good though.",Lidl
6,"Too expensive , meet has too many preservatives, I found only parma ham was with salt only and without any other preservatives. They should do the Pikok brand like no preservatives meet brand in Lidl in central Europe , see attached",Lidl
7,Extremely annoyed with the amount of tills in the self check outs that have been converted to card only . Cash is legal tender and I don't believe people should be pushed into only using their card . It also slows down the whole process as those customers like myself who only use cash are left waiting uncomfortable till as cash payment till becomes available.  I will be doing my shopping elsewhere in future,Lidl
8,"The Shop is a bit messy and the range is limited. Even though there is a long queue at the self checkout, they rarely open a proper till. It's alright if you just need a few things but not great to do the weekly shopping.",Lidl
9,"You have to know what to get in order to have a good experience. I would go here for most dry goods, the quality of the products tend to be as good if not better than other supermarkets and known brands, that's their niche. Would I go buy bread here? No, I wouldn't. But anything long life where they can negotiate good deals and volume means you get higher quality products for more affordable prices.",Lidl
10,"Hi, it's really nice that the place look great but gone off and rotten fruits are currently being sold. I bought a  net of oranges and strawberries recently and 80% of both fruits was spoiled and soggy. This is really worrying and has made me lose my confidence on how fresh the food is.",Lidl
11,"Better products, better price than other markets...but...
Do not try to find the products offered for free by the Lidl Plus app, you never find it and when you think you do, there is something different and you have to pay.",Lidl
12,"Good quality/price relation on vegs & fruits. As well as, with bread and pastry selection. However , there is a shortage of products while exhotic others are present. No great at stockage or basics. It feels like it lacks of variety and some quality on non eatable products",Lidl
13,"Vegetable is never restocked in the evening hours, during the whole week. Lots of empty shelves. I used to love lidl but I rather go to Aldi across since they always have the veggies restocked and everything else.",Lidl
14,"I like Lidl the most from all available supermarkets because they have better selection of the products and cheaper prices, then the others 🙂 Plus occasionally you can buy a really good stuff from the baskets for reasonable price and good quality👍 Highly recommended 👌 …",Lidl
15,"It has all the necessary items, big enough, however I never find my oat milk in there could be due to the virus. Staff are very friendly, all of them are nice and helpful.",Lidl
16,"Stopped going in since the new tills. They make no sense at all. Queue is endless all the time, they should have made them self service .
pity because shop looks great and lovely bakery.",Lidl
17,"Fab selection of fresh fruit and vegetables. Very good meats too. Every time I buy fresh white fish fillets, there are always bones. So I don't buy their fish anymore. From time to time they have amazing cheese. Their wine selection is dreadful, some awful plonk, that Cimarosa is OK as vinegar on chips, nothing more. They have the same vintage Rose sitting on the shelf for 3 years now. Past it's best, and remains expensive. Good tea selection. Some good weekly offers too.😁",Lidl
18,"I love this shop. This is shop for my regular shopping. I visit this shop atleast twice every week. Product quality is awesome and you can get products in very cheap rate. Aldi and this one, both are cheapest shops in Ireland with good quality products. Sometimes you can get clothes and other useful stuffs as well in special section.",Lidl
19,It used to be a good place for me to do my shopping as I live just around the corner.Now the check-out counters have changed.I don't wanna do my big shopping there anymore.I only go for few items as the checkout till is small and there is often a long queue there-a big put-off for me.,Lidl
20,"It's fine, they have a decent selection of stuff at a good price, but the service is always slow, the lines are always long and there's no buzz about the place. You'd be much better off going across the road to Aldi, where they open a new till the second the line gets too long and they have an amazing range of ""specially selected"" stuff.",Lidl
21,"The Lidl bakery is honestly the best deal for fresh bread, most items cost in or around a euro and the baskets are refilled constantly throughout the day. In other corners of Lidl: they have good Italian ham and, depending on the theme of the month, you could buy both a full motorcycle suit and a box of Krisped Rice (for example). The cheese section isn't great unfortunately. Very cheap, always a good time. Seriously the bakery is so good.",Lidl
22,"I have been to Lidl Rathmines today, it has been renovated recently and I must say it was better before. I had the worst experience ever at the check out - the tills are very small and not comfortables if you buy more than a couple of items. I was a loyal customer but I will never go there in the future to do my weelky / monthly shopping. Poor experience.",Lidl
23,"It was great, easy to found what I was looking for. Staff on the service scan was brilliant, and also so friendly. Not many customers in store, so social distance was great.",Lidl
24,Good space between the islands for accessing food all overall a good access bit of a letdown at the cash out only three people with long flowing no announcement that should rectify the fault but maybe they will take note of this,Lidl
25,"Plenty of options. Good price, offers. I even found panetone, which is Italian kinda of bread/cake. While most of Lidl have big queues, this one didn't have the 2 times I was there. But they should put self check out for sure.",Lidl
26,"Lidl in rathminds has a very poor check out system the que today was halfway back down the shop that is a regular occurrence on Saturday's and other busy days, lidl really has to go back to the drawing board with their check out system, and install fast lanes and automated check out systems avoid lidl on Saturday's and other busy days ,or maybe you like spending 30+ minutes in ques...
2 🌟",Lidl
27,There are always many things missing. It's smaller Lidl so it happens that you just find empty shelves because it's sold out. Especially afternoon when all people are buying groceries after work,Lidl
28,"Shopping at Lidl Rathmines is a wonderful, relaxing way to spend 3 hours on a sunny day. One meets the most interesting people and the staff are kind, knowledgeable and helpful. Food is sourced from all 5 corners of the globe and remains fresh and edible long after its sell by date. Thank you Aldi.",Lidl
29,Great prices ruined by the fact that some items appear on the shelves every couple of weeks so you gotta be extremely lucky to buy them again,Lidl
30,I find Lidl has a great range of food products and other houshold items (specials) at affordable prices. Staff are lovely and I get in and out quickly. Fab Shop. Mary Goggin 😀 …,Lidl
31,The cashier Emma with American accent was very rude to me when I asked about the price of the donuts. I was shocked ! Not even greeting to me and my wife . That’s not a service we expect in such a prestige neighbourhood!,Lidl
